Baudrate:  115200Hz 	OVSR: 17 	DIV:   20 	OVSR_ADJ[10:0]: 252 	Error(%) = -0.08  	BaudrateSetting = 0x0252C014
Baudrate: 1341000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 7DF 	Error(%) = 0.26  	BaudrateSetting = 0x07DF9002
Baudrate: 1342000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 7DF 	Error(%) = 0.19  	BaudrateSetting = 0x07DF9002
Baudrate: 1343000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.11  	BaudrateSetting = 0x07EF9002
Baudrate: 1343999Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.04  	BaudrateSetting = 0x07EF9002
Baudrate: 1345000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 7F7 	Error(%) = -0.03  	BaudrateSetting = 0x07F79002
Baudrate: 1346000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 3F7 	Error(%) = -0.11  	BaudrateSetting = 0x03F79002
Baudrate: 1347000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 5F7 	Error(%) = -0.18  	BaudrateSetting = 0x05F79002
Baudrate: 1347999Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 5F7 	Error(%) = -0.26  	BaudrateSetting = 0x05F79002
Baudrate: 1349000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 6FB 	Error(%) = -0.33  	BaudrateSetting = 0x06FB9002
Baudrate: 1350000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 6FB 	Error(%) = -0.40  	BaudrateSetting = 0x06FB9002
Baudrate: 1351000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 77B 	Error(%) = 0.37  	BaudrateSetting = 0x077B9002
Baudrate: 1351999Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 77B 	Error(%) = 0.29  	BaudrateSetting = 0x077B9002
Baudrate: 1353000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 7BB 	Error(%) = 0.22  	BaudrateSetting = 0x07BB9002
Baudrate: 1354000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 3BB 	Error(%) = 0.14  	BaudrateSetting = 0x03BB9002
Baudrate: 1355000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 3BB 	Error(%) = 0.07  	BaudrateSetting = 0x03BB9002
Baudrate: 1355999Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 5DD 	Error(%) = -0.00  	BaudrateSetting = 0x05DD9002
Baudrate: 1357000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 5DD 	Error(%) = -0.08  	BaudrateSetting = 0x05DD9002
Baudrate: 1358000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 5DD 	Error(%) = -0.15  	BaudrateSetting = 0x05DD9002
Baudrate: 1359000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 6DD 	Error(%) = -0.23  	BaudrateSetting = 0x06DD9002
Baudrate: 1359999Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 6DD 	Error(%) = -0.30  	BaudrateSetting = 0x06DD9002
Baudrate: 1361000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 6ED 	Error(%) = -0.37  	BaudrateSetting = 0x06ED9002
Baudrate: 1362000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 76D 	Error(%) = 0.41  	BaudrateSetting = 0x076D9002
Baudrate: 1363000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 36D 	Error(%) = 0.33  	BaudrateSetting = 0x036D9002
Baudrate: 1363999Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 36D 	Error(%) = 0.26  	BaudrateSetting = 0x036D9002
Baudrate: 1365000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 36D 	Error(%) = 0.18  	BaudrateSetting = 0x036D9002
Baudrate: 1366000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 5AD 	Error(%) = 0.11  	BaudrateSetting = 0x05AD9002
Baudrate: 1367000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 5AD 	Error(%) = 0.04  	BaudrateSetting = 0x05AD9002
Baudrate: 1367999Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 5B5 	Error(%) = -0.03  	BaudrateSetting = 0x05B59002
Baudrate: 1369000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 6B5 	Error(%) = -0.11  	BaudrateSetting = 0x06B59002
Baudrate: 1370000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 6B5 	Error(%) = -0.18  	BaudrateSetting = 0x06B59002
Baudrate: 1371000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 2B5 	Error(%) = -0.25  	BaudrateSetting = 0x02B59002
Baudrate: 1372000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 2D5 	Error(%) = -0.33  	BaudrateSetting = 0x02D59002
Baudrate: 1373000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 2D5 	Error(%) = -0.40  	BaudrateSetting = 0x02D59002
Baudrate: 1374000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 355 	Error(%) = 0.39  	BaudrateSetting = 0x03559002
Baudrate: 1375000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.31  	BaudrateSetting = 0x05559002
Baudrate: 1376000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.24  	BaudrateSetting = 0x05559002
Baudrate: 1377000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.17  	BaudrateSetting = 0x05559002
Baudrate: 1378000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.10  	BaudrateSetting = 0x05559002
Baudrate: 1379000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.02  	BaudrateSetting = 0x05559002
Baudrate: 1380000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.05  	BaudrateSetting = 0x02AA9002
Baudrate: 1381000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.12  	BaudrateSetting = 0x02AA9002
Baudrate: 1382000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.19  	BaudrateSetting = 0x02AA9002
Baudrate: 1383000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.27  	BaudrateSetting = 0x02AA9002
Baudrate: 1384000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.34  	BaudrateSetting = 0x02AA9002
Baudrate: 1385000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 4AA 	Error(%) = -0.41  	BaudrateSetting = 0x04AA9002
Baudrate: 1386000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 52A 	Error(%) = 0.38  	BaudrateSetting = 0x052A9002
Baudrate: 1387000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 52A 	Error(%) = 0.31  	BaudrateSetting = 0x052A9002
Baudrate: 1388000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 54A 	Error(%) = 0.24  	BaudrateSetting = 0x054A9002
Baudrate: 1389000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 14A 	Error(%) = 0.17  	BaudrateSetting = 0x014A9002
Baudrate: 1390000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 24A 	Error(%) = 0.09  	BaudrateSetting = 0x024A9002
Baudrate: 1391000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 24A 	Error(%) = 0.02  	BaudrateSetting = 0x024A9002
Baudrate: 1392000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 252 	Error(%) = -0.05  	BaudrateSetting = 0x02529002
Baudrate: 1393000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 252 	Error(%) = -0.12  	BaudrateSetting = 0x02529002
Baudrate: 1394000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.19  	BaudrateSetting = 0x04929002
Baudrate: 1395000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.26  	BaudrateSetting = 0x04929002
Baudrate: 1396000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.34  	BaudrateSetting = 0x04929002
Baudrate: 1397000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]:  92 	Error(%) = -0.41  	BaudrateSetting = 0x00929002
Baudrate: 1398000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 112 	Error(%) = 0.39  	BaudrateSetting = 0x01129002
Baudrate: 1399000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 122 	Error(%) = 0.32  	BaudrateSetting = 0x01229002
Baudrate: 1400000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 122 	Error(%) = 0.25  	BaudrateSetting = 0x01229002
Baudrate: 1401000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.18  	BaudrateSetting = 0x02229002
Baudrate: 1402000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.11  	BaudrateSetting = 0x02229002
Baudrate: 1403000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.04  	BaudrateSetting = 0x02229002
Baudrate: 1404000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.03  	BaudrateSetting = 0x04449002
Baudrate: 1405000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.11  	BaudrateSetting = 0x04449002
Baudrate: 1406000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]:  44 	Error(%) = -0.18  	BaudrateSetting = 0x00449002
Baudrate: 1407000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]:  44 	Error(%) = -0.25  	BaudrateSetting = 0x00449002
Baudrate: 1408000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]:  84 	Error(%) = -0.32  	BaudrateSetting = 0x00849002
Baudrate: 1409000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]:  84 	Error(%) = -0.39  	BaudrateSetting = 0x00849002
Baudrate: 1410000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 104 	Error(%) = 0.42  	BaudrateSetting = 0x01049002
Baudrate: 1411000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 104 	Error(%) = 0.35  	BaudrateSetting = 0x01049002
Baudrate: 1412000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 208 	Error(%) = 0.28  	BaudrateSetting = 0x02089002
Baudrate: 1413000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 208 	Error(%) = 0.21  	BaudrateSetting = 0x02089002
Baudrate: 1414000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 408 	Error(%) = 0.14  	BaudrateSetting = 0x04089002
Baudrate: 1415000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]:   8 	Error(%) = 0.07  	BaudrateSetting = 0x00089002
Baudrate: 1416000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.00  	BaudrateSetting = 0x00109002
Baudrate: 1417000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.08  	BaudrateSetting = 0x00109002
Baudrate: 1418000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.15  	BaudrateSetting = 0x00109002
Baudrate: 1419000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]:  20 	Error(%) = -0.22  	BaudrateSetting = 0x00209002
Baudrate: 1420000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]:  20 	Error(%) = -0.29  	BaudrateSetting = 0x00209002
Baudrate: 1421000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]:  40 	Error(%) = -0.36  	BaudrateSetting = 0x00409002
Baudrate: 1422000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]:  80 	Error(%) = -0.43  	BaudrateSetting = 0x00809002
Baudrate: 1423000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]: 200 	Error(%) = 0.39  	BaudrateSetting = 0x02009002
Baudrate: 1424000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.32  	BaudrateSetting = 0x00009002
Baudrate: 1425000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.25  	BaudrateSetting = 0x00009002
Baudrate: 1426000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.18  	BaudrateSetting = 0x00009002
Baudrate: 1427000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.11  	BaudrateSetting = 0x00009002
Baudrate: 1428000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.04  	BaudrateSetting = 0x00009002
Baudrate: 1429000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.03  	BaudrateSetting = 0x00009002
Baudrate: 1430000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.10  	BaudrateSetting = 0x00009002
Baudrate: 1431000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.17  	BaudrateSetting = 0x00009002
Baudrate: 1432000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.24  	BaudrateSetting = 0x00009002
Baudrate: 1433000Hz 	OVSR: 14 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.31  	BaudrateSetting = 0x00009002
Baudrate: 1434000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 5FF 	Error(%) = -0.38  	BaudrateSetting = 0x05FF8002
Baudrate: 1435000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 77F 	Error(%) = -0.45  	BaudrateSetting = 0x077F8002
Baudrate: 1436000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 7BF 	Error(%) = 0.38  	BaudrateSetting = 0x07BF8002
Baudrate: 1437000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 7BF 	Error(%) = 0.31  	BaudrateSetting = 0x07BF8002
Baudrate: 1438000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 7DF 	Error(%) = 0.24  	BaudrateSetting = 0x07DF8002
Baudrate: 1439000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.17  	BaudrateSetting = 0x07EF8002
Baudrate: 1440000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.10  	BaudrateSetting = 0x07EF8002
Baudrate: 1441000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.03  	BaudrateSetting = 0x07EF8002
Baudrate: 1442000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 7F7 	Error(%) = -0.04  	BaudrateSetting = 0x07F78002
Baudrate: 1443000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 3F7 	Error(%) = -0.11  	BaudrateSetting = 0x03F78002
Baudrate: 1444000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 3F7 	Error(%) = -0.18  	BaudrateSetting = 0x03F78002
Baudrate: 1445000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 5F7 	Error(%) = -0.25  	BaudrateSetting = 0x05F78002
Baudrate: 1446000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 6FB 	Error(%) = -0.32  	BaudrateSetting = 0x06FB8002
Baudrate: 1447000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 6FB 	Error(%) = -0.38  	BaudrateSetting = 0x06FB8002
Baudrate: 1448000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 77B 	Error(%) = 0.45  	BaudrateSetting = 0x077B8002
Baudrate: 1449000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 77B 	Error(%) = 0.38  	BaudrateSetting = 0x077B8002
Baudrate: 1450000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 77B 	Error(%) = 0.31  	BaudrateSetting = 0x077B8002
Baudrate: 1451000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 7BB 	Error(%) = 0.24  	BaudrateSetting = 0x07BB8002
Baudrate: 1452000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 7BB 	Error(%) = 0.18  	BaudrateSetting = 0x07BB8002
Baudrate: 1453000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 3BB 	Error(%) = 0.11  	BaudrateSetting = 0x03BB8002
Baudrate: 1454000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 3BB 	Error(%) = 0.04  	BaudrateSetting = 0x03BB8002
Baudrate: 1455000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 5DD 	Error(%) = -0.03  	BaudrateSetting = 0x05DD8002
Baudrate: 1456000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 5DD 	Error(%) = -0.10  	BaudrateSetting = 0x05DD8002
Baudrate: 1457000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 5DD 	Error(%) = -0.17  	BaudrateSetting = 0x05DD8002
Baudrate: 1458000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 6DD 	Error(%) = -0.24  	BaudrateSetting = 0x06DD8002
Baudrate: 1459000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 6DD 	Error(%) = -0.31  	BaudrateSetting = 0x06DD8002
Baudrate: 1460000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 6ED 	Error(%) = -0.37  	BaudrateSetting = 0x06ED8002
Baudrate: 1460999Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 6ED 	Error(%) = -0.44  	BaudrateSetting = 0x06ED8002
Baudrate: 1462000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 36D 	Error(%) = 0.40  	BaudrateSetting = 0x036D8002
Baudrate: 1463000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 36D 	Error(%) = 0.33  	BaudrateSetting = 0x036D8002
Baudrate: 1464000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 36D 	Error(%) = 0.27  	BaudrateSetting = 0x036D8002
Baudrate: 1464999Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 36D 	Error(%) = 0.20  	BaudrateSetting = 0x036D8002
Baudrate: 1466000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 5AD 	Error(%) = 0.13  	BaudrateSetting = 0x05AD8002
Baudrate: 1467000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 5AD 	Error(%) = 0.06  	BaudrateSetting = 0x05AD8002
Baudrate: 1468000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 5B5 	Error(%) = -0.01  	BaudrateSetting = 0x05B58002
Baudrate: 1468999Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 5B5 	Error(%) = -0.08  	BaudrateSetting = 0x05B58002
Baudrate: 1470000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 6B5 	Error(%) = -0.14  	BaudrateSetting = 0x06B58002
Baudrate: 1471000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 6B5 	Error(%) = -0.21  	BaudrateSetting = 0x06B58002
Baudrate: 1472000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 2B5 	Error(%) = -0.28  	BaudrateSetting = 0x02B58002
Baudrate: 1472999Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 2D5 	Error(%) = -0.35  	BaudrateSetting = 0x02D58002
Baudrate: 1474000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 2D5 	Error(%) = -0.41  	BaudrateSetting = 0x02D58002
Baudrate: 1475000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 355 	Error(%) = 0.44  	BaudrateSetting = 0x03558002
Baudrate: 1476000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 355 	Error(%) = 0.37  	BaudrateSetting = 0x03558002
Baudrate: 1476999Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.30  	BaudrateSetting = 0x05558002
Baudrate: 1478000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.24  	BaudrateSetting = 0x05558002
Baudrate: 1479000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.17  	BaudrateSetting = 0x05558002
Baudrate: 1480000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.10  	BaudrateSetting = 0x05558002
Baudrate: 1480999Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.03  	BaudrateSetting = 0x05558002
Baudrate: 1482000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.03  	BaudrateSetting = 0x02AA8002
Baudrate: 1483000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.10  	BaudrateSetting = 0x02AA8002
Baudrate: 1484000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.17  	BaudrateSetting = 0x02AA8002
Baudrate: 1484999Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.24  	BaudrateSetting = 0x02AA8002
Baudrate: 1486000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.30  	BaudrateSetting = 0x02AA8002
Baudrate: 1487000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 4AA 	Error(%) = -0.37  	BaudrateSetting = 0x04AA8002
Baudrate: 1488000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 4AA 	Error(%) = -0.44  	BaudrateSetting = 0x04AA8002
Baudrate: 1488999Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 52A 	Error(%) = 0.42  	BaudrateSetting = 0x052A8002
Baudrate: 1490000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 52A 	Error(%) = 0.36  	BaudrateSetting = 0x052A8002
Baudrate: 1491000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 54A 	Error(%) = 0.29  	BaudrateSetting = 0x054A8002
Baudrate: 1492000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 14A 	Error(%) = 0.22  	BaudrateSetting = 0x014A8002
Baudrate: 1492999Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 14A 	Error(%) = 0.16  	BaudrateSetting = 0x014A8002
Baudrate: 1494000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 24A 	Error(%) = 0.09  	BaudrateSetting = 0x024A8002
Baudrate: 1495000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 24A 	Error(%) = 0.02  	BaudrateSetting = 0x024A8002
Baudrate: 1496000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 252 	Error(%) = -0.04  	BaudrateSetting = 0x02528002
Baudrate: 1497000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 252 	Error(%) = -0.11  	BaudrateSetting = 0x02528002
Baudrate: 1498000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 292 	Error(%) = -0.18  	BaudrateSetting = 0x02928002
Baudrate: 1499000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.25  	BaudrateSetting = 0x04928002
Baudrate: 1500000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.31  	BaudrateSetting = 0x04928002
Baudrate: 1501000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.38  	BaudrateSetting = 0x04928002
Baudrate: 1502000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]:  92 	Error(%) = -0.44  	BaudrateSetting = 0x00928002
Baudrate: 1503000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 112 	Error(%) = 0.43  	BaudrateSetting = 0x01128002
Baudrate: 1504000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 122 	Error(%) = 0.36  	BaudrateSetting = 0x01228002
Baudrate: 1505000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 122 	Error(%) = 0.29  	BaudrateSetting = 0x01228002
Baudrate: 1506000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 122 	Error(%) = 0.23  	BaudrateSetting = 0x01228002
Baudrate: 1507000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.16  	BaudrateSetting = 0x02228002
Baudrate: 1508000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.10  	BaudrateSetting = 0x02228002
Baudrate: 1509000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.03  	BaudrateSetting = 0x02228002
Baudrate: 1510000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.04  	BaudrateSetting = 0x04448002
Baudrate: 1511000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.10  	BaudrateSetting = 0x04448002
Baudrate: 1512000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.17  	BaudrateSetting = 0x04448002
